2.000000000000000284e+02,8.333333333333333925e+00,-1.595000000000000000e+03
2.000000000000000284e+02,9.916666666666667425e+02,-1.595000000000000000e+03
2.000000000000000284e+02,9.916666666666667425e+02,-1.005000000000000000e+03
2.000000000000000284e+02,8.333333333333333925e+00,-1.005000000000000000e+03
3.508333524068196425e+02,8.333333333333333925e+00,-1.595000000000000000e+03
3.508333524068196425e+02,9.916666666666667425e+02,-1.595000000000000000e+03
4.491666793823242188e+02,9.916666666666667425e+02,-1.005000000000000000e+03
4.491666793823242188e+02,8.333333333333333925e+00,-1.005000000000000000e+03
7.366940816243489962e+02,8.333333333333333925e+00,-1.595000000000000000e+03
5.633058547973633949e+02,9.916666666666667425e+02,-1.595000000000000000e+03
5.633058547973633949e+02,9.916666666666667425e+02,-1.005000000000000000e+03
7.366940816243489962e+02,8.333333333333333925e+00,-1.005000000000000000e+03
9.000000000000001137e+02,8.333333333333333925e+00,-1.595000000000000000e+03
9.000000000000001137e+02,9.916666666666667425e+02,-1.595000000000000000e+03
9.000000000000001137e+02,9.916666666666667425e+02,-1.005000000000000000e+03
9.000000000000001137e+02,8.333333333333333925e+00,-1.005000000000000000e+03
