9.000000000000000000e+02,1.020000000000000000e+03,1.128000000000000000e+03,1.246000000000000000e+03,5.400000000000000000e+02,9.000000000000000000e+02,9.600000000000000000e+02,1.188000000000000000e+03,1.245000000000000000e+03,5.400000000000000000e+02
9.000000000000000000e+02,1.020000000000000000e+03,1.128000000000000000e+03,1.246000000000000000e+03,5.400000000000000000e+02,9.000000000000000000e+02,9.600000000000000000e+02,1.188000000000000000e+03,1.245000000000000000e+03,5.400000000000000000e+02
9.000000000000000000e+02,1.020000000000000000e+03,1.128000000000000000e+03,1.246000000000000000e+03,5.400000000000000000e+02,9.000000000000000000e+02,9.600000000000000000e+02,1.188000000000000000e+03,1.245000000000000000e+03,5.400000000000000000e+02
9.000000000000000000e+02,1.020000000000000000e+03,1.128000000000000000e+03,1.246000000000000000e+03,5.400000000000000000e+02,9.000000000000000000e+02,9.600000000000000000e+02,1.188000000000000000e+03,1.245000000000000000e+03,5.400000000000000000e+02
9.000000000000000000e+02,1.020000000000000000e+03,1.128000000000000000e+03,1.246000000000000000e+03,5.400000000000000000e+02,9.000000000000000000e+02,9.600000000000000000e+02,1.188000000000000000e+03,1.245000000000000000e+03,5.400000000000000000e+02
9.000000000000000000e+02,1.020000000000000000e+03,1.128000000000000000e+03,1.246000000000000000e+03,5.400000000000000000e+02,9.000000000000000000e+02,9.600000000000000000e+02,1.188000000000000000e+03,1.245000000000000000e+03,5.400000000000000000e+02
9.000000000000000000e+02,1.020000000000000000e+03,1.128000000000000000e+03,1.246000000000000000e+03,5.400000000000000000e+02,9.000000000000000000e+02,9.600000000000000000e+02,1.188000000000000000e+03,1.245000000000000000e+03,5.400000000000000000e+02
9.000000000000000000e+02,1.020000000000000000e+03,1.128000000000000000e+03,1.246000000000000000e+03,5.400000000000000000e+02,9.000000000000000000e+02,9.600000000000000000e+02,1.188000000000000000e+03,1.245000000000000000e+03,5.400000000000000000e+02
9.000000000000000000e+02,1.020000000000000000e+03,1.128000000000000000e+03,1.246000000000000000e+03,5.400000000000000000e+02,9.000000000000000000e+02,9.600000000000000000e+02,1.188000000000000000e+03,1.245000000000000000e+03,5.400000000000000000e+02
9.000000000000000000e+02,1.020000000000000000e+03,1.128000000000000000e+03,1.246000000000000000e+03,5.400000000000000000e+02,9.000000000000000000e+02,9.600000000000000000e+02,1.188000000000000000e+03,1.245000000000000000e+03,5.400000000000000000e+02
